depth (m abs)	year
47.766	1458.736586
47.767	1458.685095
47.768	1458.633606
47.769	1458.582116
47.77	1458.530626
47.771	1458.479136
47.772	1458.427647
47.773	1458.376157
47.774	1458.324666
47.775	1458.273177
47.776	1458.221687
47.777	1458.170197
47.778	1458.118707
47.779	1458.067218
47.78	1458.015728
47.781	1457.964238
47.782	1457.893969
47.783	1457.819595
47.784	1457.745221
47.785	1457.670846
47.786	1457.596473
47.787	1457.522098
47.788	1457.447724
47.789	1457.37335
47.79	1457.298976
47.791	1457.224601
47.792	1457.150227
47.793	1457.075853
47.794	1457.001479
47.795	1456.927104
47.796	1456.852731
47.797	1456.778356
47.798	1456.703982
47.799	1456.629608
47.8	1456.555233
47.801	1456.480859
47.802	1456.406485
47.803	1456.332111
47.804	1456.257736
47.805	1456.183363
47.806	1456.108988
47.807	1456.034614
47.808	1455.96024
47.809	1455.885866
47.81	1455.811491
47.811	1455.737117
47.812	1455.662743
47.813	1455.588369
47.814	1455.513994
47.815	1455.43962
47.816	1455.365246
47.817	1455.290871
47.818	1455.225846
47.819	1455.164467
47.82	1455.103089
47.821	1455.04171
47.822	1454.980331
47.823	1454.918952
47.824	1454.857573
47.825	1454.787574
47.826	1454.706083
47.827	1454.62459
47.828	1454.543099
47.829	1454.461606
47.83	1454.380114
47.831	1454.298622
47.832	1454.21713
47.833	1454.135638
47.834	1454.054146
47.835	1453.972654
47.836	1453.888568
47.837	1453.801259
47.838	1453.71395
47.839	1453.626641
47.84	1453.539332
47.841	1453.452024
47.842	1453.364715
47.843	1453.277406
47.844	1453.190097
47.845	1453.102788
47.846	1453.020637
47.847	1452.959786
47.848	1452.898934
47.849	1452.838082
47.85	1452.777231
47.851	1452.716379
47.852	1452.655527
47.853	1452.594676
47.854	1452.533824
47.855	1452.472973
47.856	1452.412121
47.857	1452.351269
47.858	1452.290418
47.859	1452.229566
47.86	1452.168714
47.861	1452.094977
47.862	1452.007668
47.863	1451.920359
47.864	1451.833051
47.865	1451.745741
47.866	1451.658432
47.867	1451.571123
47.868	1451.483814
47.869	1451.396506
47.87	1451.309197
47.871	1451.226996
47.872	1451.161322
47.873	1451.095648
47.874	1451.029973
47.875	1450.964299
47.876	1450.898626
47.877	1450.832952
47.878	1450.767277
47.879	1450.701603
47.88	1450.635929
47.881	1450.570255
47.882	1450.504581
47.883	1450.438907
47.884	1450.373233
47.885	1450.277405
47.886	1450.16215
47.887	1450.046895
47.888	1449.931641
47.889	1449.816386
47.89	1449.701132
47.891	1449.585876
47.892	1449.470622
47.893	1449.404147
47.894	1449.346773
47.895	1449.289398
47.896	1449.232024
47.897	1449.174649
47.898	1449.117275
47.899	1449.0599
47.9	1449.002526
47.901	1448.945151
47.902	1448.887777
47.903	1448.830403
47.904	1448.773029
47.905	1448.715655
47.906	1448.65828
47.907	1448.600906
47.908	1448.537129
47.909	1448.453457
47.91	1448.369786
47.911	1448.286115
47.912	1448.202445
47.913	1448.118774
47.914	1448.035103
47.915	1447.951432
47.916	1447.86776
47.917	1447.784089
47.918	1447.700418
47.919	1447.638629
47.92	1447.594975
47.921	1447.55132
47.922	1447.507666
47.923	1447.464011
47.924	1447.420357
47.925	1447.376702
47.926	1447.333048
47.927	1447.289393
47.928	1447.24574
47.929	1447.202085
47.93	1447.158431
47.931	1447.114776
47.932	1447.071122
47.933	1447.027467
47.934	1446.983813
47.935	1446.940158
47.936	1446.896504
47.937	1446.852849
47.938	1446.809195
47.939	1446.764683
47.94	1446.70193
47.941	1446.639177
47.942	1446.576424
47.943	1446.51367
47.944	1446.450917
47.945	1446.388164
47.946	1446.32541
47.947	1446.262657
47.948	1446.199904
47.949	1446.137151
47.95	1446.074398
47.951	1446.011645
47.952	1445.948891
47.953	1445.886138
47.954	1445.831139
47.955	1445.778295
47.956	1445.72545
47.957	1445.672605
47.958	1445.61976
47.959	1445.566916
47.96	1445.51407
47.961	1445.461226
47.962	1445.408381
47.963	1445.355536
47.964	1445.302691
47.965	1445.249847
47.966	1445.197001
47.967	1445.144157
47.968	1445.091312
47.969	1445.038467
47.97	1444.985622
47.971	1444.937037
47.972	1444.889224
47.973	1444.841413
47.974	1444.793601
47.975	1444.745789
47.976	1444.697976
47.977	1444.650164
47.978	1444.602353
47.979	1444.554541
47.98	1444.506729
47.981	1444.458916
47.982	1444.411105
47.983	1444.363293
47.984	1444.315481
47.985	1444.267668
47.986	1444.219857
47.987	1444.172045
47.988	1444.124233
47.989	1444.073752
47.99	1444.004955
47.991	1443.936158
47.992	1443.867361
47.993	1443.798564
47.994	1443.729766
47.995	1443.660969
47.996	1443.592172
47.997	1443.523375
47.998	1443.454578
47.999	1443.38578
48	1443.316983
48.001	1443.248185
48.002	1443.179336
48.003	1443.110091
48.004	1443.040846
48.005	1442.971601
48.006	1442.902356
48.007	1442.833111
48.008	1442.763866
48.009	1442.694621
48.01	1442.625376
48.011	1442.556131
48.012	1442.486886
48.013	1442.417642
48.014	1442.348396
48.015	1442.274067
48.016	1442.178442
48.017	1442.082819
48.018	1441.987194
48.019	1441.89157
48.02	1441.795946
48.021	1441.700322
48.022	1441.604698
48.023	1441.509074
48.024	1441.41345
48.025	1441.359192
48.026	1441.313215
48.027	1441.267237
48.028	1441.22126
48.029	1441.175283
48.03	1441.129306
48.031	1441.083329
48.032	1441.037352
48.033	1440.991375
48.034	1440.945397
48.035	1440.89942
48.036	1440.853443
48.037	1440.807466
48.038	1440.761489
48.039	1440.715512
48.04	1440.669535
48.041	1440.623558
48.042	1440.57758
48.043	1440.531603
48.044	1440.492465
48.045	1440.465124
48.046	1440.437783
48.047	1440.41044
48.048	1440.383099
48.049	1440.355758
48.05	1440.328416
48.051	1440.301074
48.052	1440.273733
48.053	1440.246391
48.054	1440.21905
48.055	1440.191708
48.056	1440.164366
48.057	1440.137025
48.058	1440.109684
48.059	1440.082341
48.06	1440.055
48.061	1439.9463
48.062	1439.837601
48.063	1439.728901
48.064	1439.620202
48.065	1439.511502
48.066	1439.402803
48.067	1439.294103
48.068	1439.185404
48.069	1439.11491
48.07	1439.056069
48.071	1438.997228
48.072	1438.938386
48.073	1438.879545
48.074	1438.820704
48.075	1438.761863
48.076	1438.703021
48.077	1438.64418
48.078	1438.585338
48.079	1438.526498
48.08	1438.467656
48.081	1438.408815
48.082	1438.349973
48.083	1438.291132
48.084	1438.237774
48.085	1438.188795
48.086	1438.139817
48.087	1438.090839
48.088	1438.041861
48.089	1437.992883
48.09	1437.943904
48.091	1437.894926
48.092	1437.845948
48.093	1437.79697
48.094	1437.747993
48.095	1437.699015
48.096	1437.650036
48.097	1437.601058
48.098	1437.55208
48.099	1437.503102
48.1	1437.454124
48.101	1437.405145
48.102	1437.355075
48.103	1437.302231
48.104	1437.249385
48.105	1437.196541
48.106	1437.143696
48.107	1437.090851
48.108	1437.038006
48.109	1436.985162
48.11	1436.932316
48.111	1436.879472
48.112	1436.826627
48.113	1436.773781
48.114	1436.720937
48.115	1436.668092
48.116	1436.615247
48.117	1436.562402
48.118	1436.509558
48.119	1436.444787
48.12	1436.357478
48.121	1436.270169
48.122	1436.182859
48.123	1436.095551
48.124	1436.008242
48.125	1435.920933
48.126	1435.833624
48.127	1435.746315
48.128	1435.659007
48.129	1435.574384
48.13	1435.515322
48.131	1435.45626
48.132	1435.397198
48.133	1435.338136
48.134	1435.279074
48.135	1435.220012
48.136	1435.16095
48.137	1435.101888
48.138	1435.042827
48.139	1434.983765
48.14	1434.924703
48.141	1434.865641
48.142	1434.806579
48.143	1434.747518
48.144	1434.688456
48.145	1434.64715
48.146	1434.606949
48.147	1434.566746
48.148	1434.526545
48.149	1434.486343
48.15	1434.446142
48.151	1434.40594
48.152	1434.365737
48.153	1434.325536
48.154	1434.285334
48.155	1434.245133
48.156	1434.20493
48.157	1434.164728
48.158	1434.124527
48.159	1434.084325
48.16	1434.044124
48.161	1434.003921
48.162	1433.96372
48.163	1433.923518
48.164	1433.883316
48.165	1433.843114
48.166	1433.802912
48.167	1433.762083
48.168	1433.720957
48.169	1433.67983
48.17	1433.638704
48.171	1433.597578
48.172	1433.556451
48.173	1433.515325
48.174	1433.474198
48.175	1433.433071
48.176	1433.391945
48.177	1433.350819
48.178	1433.309693
48.179	1433.268566
48.18	1433.22744
48.181	1433.186314
48.182	1433.145187
48.183	1433.10406
48.184	1433.062934
48.185	1433.021808
48.186	1432.980681
48.187	1432.939555
48.188	1432.898429
48.189	1432.826549
48.19	1432.751872
48.191	1432.677195
48.192	1432.602518
48.193	1432.527841
48.194	1432.453164
48.195	1432.378487
48.196	1432.30381
48.197	1432.229133
48.198	1432.154456
48.199	1432.079779
48.2	1432.005102
48.201	1431.953612
48.202	1431.903822
48.203	1431.854032
48.204	1431.804241
48.205	1431.75445
48.206	1431.704661
48.207	1431.65487
48.208	1431.60508
48.209	1431.55529
48.21	1431.505499
48.211	1431.455709
48.212	1431.405919
48.213	1431.356129
48.214	1431.306338
48.215	1431.256548
48.216	1431.206758
48.217	1431.156967
48.218	1431.107178
48.219	1431.04099
48.22	1430.974053
48.221	1430.904304
48.222	1430.834554
48.223	1430.764805
48.224	1430.695056
48.225	1430.625307
48.226	1430.555558
48.227	1430.485809
48.228	1430.416059
48.229	1430.34631
48.23	1430.27656
48.231	1430.207775
48.232	1430.159113
48.233	1430.110451
48.234	1430.061789
48.235	1430.013126
48.236	1429.964464
48.237	1429.915802
48.238	1429.86714
48.239	1429.818477
48.24	1429.769815
48.241	1429.721153
48.242	1429.67249
48.243	1429.623828
48.244	1429.575166
48.245	1429.526504
48.246	1429.477841
48.247	1429.429179
48.248	1429.380517
48.249	1429.331855
48.25	1429.286146
48.251	1429.242003
48.252	1429.197861
48.253	1429.153717
48.254	1429.109574
48.255	1429.065431
48.256	1429.021289
48.257	1428.977146
48.258	1428.933002
48.259	1428.888859
48.26	1428.796907
48.261	1428.660134
48.262	1428.52336
48.263	1428.386586
48.264	1428.249813
48.265	1428.113039
48.266	1427.976265
48.267	1427.895004
48.268	1427.815313
48.269	1427.735622
48.27	1427.655932
48.271	1427.576241
48.272	1427.496551
48.273	1427.41686
48.274	1427.33717
48.275	1427.257479
48.276	1427.177788
48.277	1427.098098
48.278	1427.025331
48.279	1426.954978
48.28	1426.884625
48.281	1426.814272
48.282	1426.743918
48.283	1426.673565
48.284	1426.603212
48.285	1426.532858
48.286	1426.462505
48.287	1426.392152
48.288	1426.321799
48.289	1426.251445
48.29	1426.18089
48.291	1426.10041
48.292	1426.01993
48.293	1425.93945
48.294	1425.85897
48.295	1425.778491
48.296	1425.698011
48.297	1425.61753
48.298	1425.53705
48.299	1425.456571
48.3	1425.376091
48.301	1425.29561
48.302	1425.19342
48.303	1425.088797
48.304	1424.984172
48.305	1424.879548
48.306	1424.774925
48.307	1424.670301
48.308	1424.565677
48.309	1424.461053
48.31	1424.372461
48.311	1424.314336
48.312	1424.256212
48.313	1424.198087
48.314	1424.139963
48.315	1424.081838
48.316	1424.023714
48.317	1423.965589
48.318	1423.907465
48.319	1423.849341
48.32	1423.791217
48.321	1423.733093
48.322	1423.674968
48.323	1423.616844
48.324	1423.558719
48.325	1423.500595
48.326	1423.425888
48.327	1423.350248
48.328	1423.274609
48.329	1423.19897
48.33	1423.123331
48.331	1423.047692
48.332	1422.972052
48.333	1422.896413
48.334	1422.820773
48.335	1422.745134
48.336	1422.669494
48.337	1422.593112
48.338	1422.510976
48.339	1422.428838
48.34	1422.3467
48.341	1422.264562
48.342	1422.182425
48.343	1422.100287
48.344	1422.018149
48.345	1421.936012
48.346	1421.853875
48.347	1421.771737
48.348	1421.693491
48.349	1421.629209
48.35	1421.564927
48.351	1421.500646
48.352	1421.436364
48.353	1421.372083
48.354	1421.307801
48.355	1421.243519
48.356	1421.179238
48.357	1421.114956
48.358	1421.050675
48.359	1420.986393
48.36	1420.922112
48.361	1420.85783
48.362	1420.786252
48.363	1420.697223
48.364	1420.608194
48.365	1420.519165
48.366	1420.430136
48.367	1420.341107
48.368	1420.252078
48.369	1420.16305
48.37	1420.07402
48.371	1419.984991
48.372	1419.89952
48.373	1419.8252
48.374	1419.75088
48.375	1419.67656
48.376	1419.602239
48.377	1419.527919
48.378	1419.453598
48.379	1419.379278
48.38	1419.304958
48.381	1419.230638
48.382	1419.156317
48.383	1419.081997
48.384	1419.016068
48.385	1418.98382
48.386	1418.951572
48.387	1418.919324
48.388	1418.887077
48.389	1418.854829
48.39	1418.82258
48.391	1418.790333
48.392	1418.758085
48.393	1418.725837
48.394	1418.693589
48.395	1418.661342
48.396	1418.629093
48.397	1418.596845
48.398	1418.546156
48.399	1418.45674
48.4	1418.367323
48.401	1418.277907
48.402	1418.188491
48.403	1418.099075
48.404	1418.009658
48.405	1417.920242
48.406	1417.830825
48.407	1417.74141
48.408	1417.643589
48.409	1417.52734
48.41	1417.411091
48.411	1417.294842
48.412	1417.178593
48.413	1417.062344
48.414	1416.946096
48.415	1416.829847
48.416	1416.731449
48.417	1416.644262
48.418	1416.557076
48.419	1416.469888
48.42	1416.382702
48.421	1416.295516
48.422	1416.208329
48.423	1416.121143
48.424	1416.033956
48.425	1415.946769
48.426	1415.858261
48.427	1415.767283
48.428	1415.676305
48.429	1415.585329
48.43	1415.494351
48.431	1415.403373
48.432	1415.312397
48.433	1415.221419
48.434	1415.130442
48.435	1415.039464
48.436	1414.961569
48.437	1414.896179
48.438	1414.830789
48.439	1414.765399
48.44	1414.700009
48.441	1414.634619
48.442	1414.56923
48.443	1414.503839
48.444	1414.43845
48.445	1414.373059
48.446	1414.30767
48.447	1414.24228
48.448	1414.176889
48.449	1414.1115
48.45	1414.083225
48.451	1414.062871
48.452	1414.042517
48.453	1414.022162
48.454	1414.001808
48.455	1413.981454
48.456	1413.961099
48.457	1413.940745
48.458	1413.920391
48.459	1413.900036
48.46	1413.879681
48.461	1413.859327
48.462	1413.838972
48.463	1413.818618
48.464	1413.798263
48.465	1413.777909
48.466	1413.757555
48.467	1413.7372
48.468	1413.716846
48.469	1413.696492
48.47	1413.676137
48.471	1413.655783
48.472	1413.601776
48.473	1413.541298
48.474	1413.48082
48.475	1413.420341
48.476	1413.359864
48.477	1413.299385
48.478	1413.238907
48.479	1413.178428
48.48	1413.117951
48.481	1413.057472
48.482	1412.996994
48.483	1412.936516
48.484	1412.876037
48.485	1412.81556
48.486	1412.755109
48.487	1412.695323
48.488	1412.635538
48.489	1412.575753
48.49	1412.515968
48.491	1412.456183
48.492	1412.396398
48.493	1412.336613
48.494	1412.276828
48.495	1412.217043
48.496	1412.157258
48.497	1412.097472
48.498	1412.037688
48.499	1411.977903
48.5	1411.918118
48.501	1411.85392
48.502	1411.730833
48.503	1411.607746
48.504	1411.484659
48.505	1411.361572
48.506	1411.238485
48.507	1411.115398
48.508	1410.992311
48.509	1410.879569
48.51	1410.769438
48.511	1410.659309
48.512	1410.549178
48.513	1410.439047
48.514	1410.328917
48.515	1410.218787
48.516	1410.108656
48.517	1410.024034
48.518	1409.95188
48.519	1409.879725
48.52	1409.807571
48.521	1409.735416
48.522	1409.663262
48.523	1409.591107
48.524	1409.518953
48.525	1409.446799
48.526	1409.374644
48.527	1409.30249
48.528	1409.230335
48.529	1409.164161
48.53	1409.11434
48.531	1409.064519
48.532	1409.014698
48.533	1408.964878
48.534	1408.915056
48.535	1408.865235
48.536	1408.815414
48.537	1408.765593
48.538	1408.715773
48.539	1408.665952
48.54	1408.616131
48.541	1408.56631
48.542	1408.516489
48.543	1408.466668
48.544	1408.416848
48.545	1408.367026
48.546	1408.317205
48.547	1408.270291
48.548	1408.230051
48.549	1408.189811
48.55	1408.149572
48.551	1408.109332
48.552	1408.069092
48.553	1408.028852
48.554	1407.988612
48.555	1407.948371
48.556	1407.908131
48.557	1407.867892
48.558	1407.827652
48.559	1407.787412
48.56	1407.747172
48.561	1407.708334
48.562	1407.669496
48.563	1407.630658
48.564	1407.59182
48.565	1407.552982
48.566	1407.514143
48.567	1407.475306
48.568	1407.436467
48.569	1407.39763
48.57	1407.346032
48.571	1407.289932
48.572	1407.233833
48.573	1407.177733
48.574	1407.121634
48.575	1407.065534
48.576	1407.009436
48.577	1406.953336
48.578	1406.897237
48.579	1406.841137
48.58	1406.785038
48.581	1406.728938
48.582	1406.672839
48.583	1406.616739
48.584	1406.56064
48.585	1406.50454
48.586	1406.441336
48.587	1406.376188
48.588	1406.31104
48.589	1406.245892
48.59	1406.180745
48.591	1406.115597
48.592	1406.050449
48.593	1405.985301
48.594	1405.920154
48.595	1405.855006
48.596	1405.789858
48.597	1405.724711
48.598	1405.659563
48.599	1405.594202
48.6	1405.524562
48.601	1405.454921
48.602	1405.38528
48.603	1405.315639
48.604	1405.245999
48.605	1405.176359
48.606	1405.106718
48.607	1405.037077
48.608	1404.967436
48.609	1404.897796
48.61	1404.828155
48.611	1404.758514
48.612	1404.69352
48.613	1404.647619
48.614	1404.60172
48.615	1404.55582
48.616	1404.509921
48.617	1404.464022
48.618	1404.418122
48.619	1404.372223
48.62	1404.326323
48.621	1404.280423
48.622	1404.234524
48.623	1404.188624
48.624	1404.142725
48.625	1404.096826
48.626	1404.050926
48.627	1404.005027
48.628	1403.959127
48.629	1403.913227
48.63	1403.867328
48.631	1403.821428
48.632	1403.779917
48.633	1403.740318
48.634	1403.700718
48.635	1403.661118
48.636	1403.621519
48.637	1403.581919
48.638	1403.54232
48.639	1403.50272
48.64	1403.46312
48.641	1403.423521
48.642	1403.383922
48.643	1403.344321
48.644	1403.304722
48.645	1403.265123
48.646	1403.225523
48.647	1403.185923
48.648	1403.146324
48.649	1403.106724
48.65	1403.067125
48.651	1403.027525
48.652	1402.987925
48.653	1402.948326
48.654	1402.907806
48.655	1402.858548
48.656	1402.809289
48.657	1402.760031
48.658	1402.710773
48.659	1402.661516
48.66	1402.612258
48.661	1402.563
48.662	1402.513742
48.663	1402.464484
48.664	1402.415225
48.665	1402.365967
48.666	1402.316709
48.667	1402.267451
48.668	1402.218194
48.669	1402.168936
48.67	1402.119678
48.671	1402.07042
48.672	1402.021161
48.673	1401.974024
48.674	1401.927058
48.675	1401.880091
48.676	1401.833124
48.677	1401.786157
48.678	1401.739189
48.679	1401.692222
48.68	1401.645255
48.681	1401.598288
48.682	1401.551321
48.683	1401.504354
48.684	1401.457388
48.685	1401.410421
48.686	1401.363454
48.687	1401.316487
48.688	1401.26952
48.689	1401.222553
48.69	1401.175586
48.691	1401.128619
48.692	1401.09905
48.693	1401.072087
48.694	1401.045125
48.695	1401.018162
48.696	1400.991199
48.697	1400.964236
48.698	1400.937273
48.699	1400.910311
48.7	1400.883348
48.701	1400.856385
48.702	1400.829423
48.703	1400.802461
48.704	1400.775498
48.705	1400.748535
48.706	1400.721572
48.707	1400.694609
48.708	1400.653441
48.709	1400.574393
48.71	1400.495345
48.711	1400.416297
48.712	1400.337248
48.713	1400.2582
48.714	1400.179152
48.715	1400.100104
48.716	1400.021056
48.717	1399.942008
48.718	1399.862959
48.719	1399.783911
48.72	1399.726676
48.721	1399.670576
48.722	1399.614477
48.723	1399.558377
48.724	1399.502279
48.725	1399.446179
48.726	1399.39008
48.727	1399.33398
48.728	1399.277881
48.729	1399.221781
48.73	1399.165682
48.731	1399.109582
48.732	1399.053483
48.733	1398.997383
48.734	1398.941285
48.735	1398.885185
48.736	1398.829086
48.737	1398.772986
48.738	1398.716887
48.739	1398.660787
48.74	1398.604688
48.741	1398.548588
48.742	1398.492489
48.743	1398.436389
48.744	1398.38029
48.745	1398.324191
48.746	1398.268092
48.747	1398.211992
48.748	1398.155893
48.749	1398.099793
48.75	1398.043694
48.751	1397.988304
48.752	1397.948757
48.753	1397.90921
48.754	1397.869663
48.755	1397.830115
48.756	1397.790568
48.757	1397.751022
48.758	1397.711474
48.759	1397.671927
48.76	1397.632379
48.761	1397.592833
48.762	1397.553286
48.763	1397.495822
48.764	1397.431639
48.765	1397.367457
48.766	1397.303275
48.767	1397.239091
48.768	1397.174909
48.769	1397.110727
48.77	1397.046545
48.771	1396.982362
48.772	1396.918179
48.773	1396.853997
48.774	1396.789814
48.775	1396.725632
48.776	1396.661449
48.777	1396.635036
48.778	1396.619111
48.779	1396.603187
48.78	1396.587262
48.781	1396.571337
48.782	1396.555413
48.783	1396.539488
48.784	1396.523563
48.785	1396.507638
48.786	1396.491713
48.787	1396.475788
48.788	1396.459863
48.789	1396.443939
48.79	1396.428014
48.791	1396.412089
48.792	1396.396164
48.793	1396.38024
48.794	1396.364315
48.795	1396.34839
48.796	1396.332465
48.797	1396.316541
48.798	1396.300616
48.799	1396.284691
48.8	1396.268766
48.801	1396.252842
48.802	1396.236917
48.803	1396.220991
48.804	1396.205067
48.805	1396.176083
48.806	1396.141004
48.807	1396.105926
48.808	1396.070847
48.809	1396.035768
48.81	1396.00069
48.811	1395.965358
48.812	1395.930026
48.813	1395.894693
48.814	1395.859361
48.815	1395.824029
48.816	1395.788696
48.817	1395.753365
48.818	1395.718032
48.819	1395.6827
48.82	1395.647368
48.821	1395.612035
48.822	1395.576703
48.823	1395.541371
48.824	1395.506038
48.825	1395.470707
48.826	1395.435375
48.827	1395.400042
48.828	1395.36471
48.829	1395.329378
48.83	1395.295199
48.831	1395.263587
48.832	1395.231976
48.833	1395.200365
48.834	1395.168752
48.835	1395.137141
48.836	1395.10553
48.837	1395.073918
48.838	1395.042306
48.839	1395.010694
48.84	1394.979083
48.841	1394.947472
48.842	1394.91586
48.843	1394.884248
48.844	1394.851686
48.845	1394.813894
48.846	1394.776102
48.847	1394.738309
48.848	1394.700517
48.849	1394.662725
48.85	1394.624932
48.851	1394.58714
48.852	1394.549348
48.853	1394.511556
48.854	1394.473763
48.855	1394.435971
48.856	1394.398179
48.857	1394.360387
48.858	1394.322594
48.859	1394.284802
48.86	1394.24701
48.861	1394.209217
48.862	1394.171425
48.863	1394.133633
48.864	1394.095841
48.865	1394.058048
48.866	1394.020255
48.867	1393.982463
48.868	1393.939094
48.869	1393.88948
48.87	1393.839865
48.871	1393.790251
48.872	1393.740638
48.873	1393.691023
48.874	1393.641409
48.875	1393.591795
48.876	1393.54218
48.877	1393.492566
48.878	1393.442952
48.879	1393.393337
48.88	1393.343723
48.881	1393.29411
48.882	1393.244495
48.883	1393.194881
48.884	1393.145267
48.885	1393.095652
48.886	1393.048777
48.887	1393.005497
48.888	1392.962217
48.889	1392.918936
48.89	1392.875656
48.891	1392.832375
48.892	1392.789095
48.893	1392.745815
48.894	1392.702534
48.895	1392.659254
48.896	1392.615973
48.897	1392.572692
48.898	1392.529412
48.899	1392.486131
48.9	1392.442851
48.901	1392.39957
48.902	1392.35629
48.903	1392.31301
48.904	1392.269729
48.905	1392.226449
48.906	1392.183168
48.907	1392.138109
48.908	1392.092468
48.909	1392.046827
48.91	1392.001186
48.911	1391.955545
48.912	1391.909904
48.913	1391.864263
48.914	1391.818622
48.915	1391.772982
48.916	1391.72734
48.917	1391.678737
48.918	1391.629974
48.919	1391.58121
48.92	1391.532447
48.921	1391.483684
48.922	1391.434921
48.923	1391.386157
48.924	1391.337393
48.925	1391.28863
48.926	1391.239867
48.927	1391.191103
48.928	1391.14234
48.929	1391.093577
48.93	1391.044813
48.931	1390.996049
48.932	1390.947286
48.933	1390.898523
48.934	1390.849759
48.935	1390.769504
48.936	1390.667795
48.937	1390.566086
48.938	1390.464376
48.939	1390.362668
48.94	1390.260958
48.941	1390.159249
48.942	1390.05754
48.943	1389.955831
48.944	1389.872786
48.945	1389.794549
48.946	1389.71631
48.947	1389.638072
48.948	1389.559835
48.949	1389.481597
48.95	1389.403359
48.951	1389.325121
48.952	1389.246884
48.953	1389.168646
48.954	1389.090408
48.955	1389.011057
48.956	1388.929689
48.957	1388.848322
48.958	1388.766955
48.959	1388.685587
48.96	1388.60422
48.961	1388.522853
48.962	1388.441486
48.963	1388.360119
48.964	1388.278751
48.965	1388.197383
48.966	1388.134168
48.967	1388.103757
48.968	1388.073346
48.969	1388.042935
48.97	1388.012525
48.971	1387.982114
48.972	1387.951703
48.973	1387.921292
48.974	1387.890881
48.975	1387.860471
48.976	1387.830059
48.977	1387.799649
48.978	1387.769238
48.979	1387.738828
48.98	1387.708416
48.981	1387.646474
48.982	1387.566874
48.983	1387.487273
48.984	1387.407672
48.985	1387.328072
48.986	1387.248471
48.987	1387.168871
48.988	1387.089271
48.989	1387.009669
48.99	1386.930069
48.991	1386.850468
48.992	1386.784927
48.993	1386.740706
48.994	1386.696485
48.995	1386.652263
48.996	1386.608042
48.997	1386.563821
48.998	1386.519599
48.999	1386.475378
49	1386.431156
49.001	1386.386934
49.002	1386.342713
49.003	1386.298492
49.004	1386.25427
49.005	1386.210049
49.006	1386.165827
49.007	1386.121606
49.008	1386.077385
49.009	1386.033163
49.01	1385.988942
49.011	1385.944721
49.012	1385.900928
49.013	1385.859414
49.014	1385.817901
49.015	1385.776386
49.016	1385.734872
49.017	1385.693359
49.018	1385.651844
49.019	1385.61033
49.02	1385.568817
49.021	1385.527303
49.022	1385.485789
49.023	1385.444275
49.024	1385.402761
49.025	1385.361247
49.026	1385.319733
49.027	1385.278219
49.028	1385.236706
49.029	1385.195191
49.03	1385.153677
49.031	1385.112164
49.032	1385.070649
49.033	1385.029135
49.034	1384.976645
49.035	1384.916816
49.036	1384.856987
49.037	1384.797159
49.038	1384.73733
49.039	1384.677502
49.04	1384.617673
49.041	1384.557844
49.042	1384.498015
49.043	1384.438186
49.044	1384.378357
49.045	1384.318528
49.046	1384.258699
49.047	1384.19887
49.048	1384.139041
49.049	1384.095854
49.05	1384.062028
49.051	1384.028202
49.052	1383.994377
49.053	1383.960552
49.054	1383.926726
49.055	1383.892901
49.056	1383.859075
49.057	1383.82525
49.058	1383.791425
49.059	1383.757599
49.06	1383.723773
49.061	1383.689949
49.062	1383.642118
49.063	1383.574156
49.064	1383.506194
49.065	1383.438232
49.066	1383.37027
49.067	1383.302307
49.068	1383.234345
49.069	1383.166384
49.07	1383.098421
49.071	1383.030459
49.072	1382.962497
49.073	1382.894534
49.074	1382.826573
49.075	1382.756133
49.076	1382.677894
49.077	1382.599657
49.078	1382.521419
49.079	1382.443181
49.08	1382.364943
49.081	1382.286706
49.082	1382.208468
49.083	1382.13023
49.084	1382.051992
49.085	1381.973754
49.086	1381.895517
49.087	1381.825641
49.088	1381.757835
49.089	1381.690029
49.09	1381.622223
49.091	1381.554417
49.092	1381.486611
49.093	1381.418805
49.094	1381.350999
49.095	1381.283193
49.096	1381.215386
49.097	1381.14758
49.098	1381.079774
49.099	1381.011968
49.1	1380.931733
49.101	1380.84329
49.102	1380.754848
49.103	1380.666405
49.104	1380.577962
49.105	1380.48952
49.106	1380.401077
49.107	1380.312634
49.108	1380.224191
49.109	1380.135749
49.11	1380.053631
49.111	1379.978291
49.112	1379.90295
49.113	1379.82761
49.114	1379.752271
49.115	1379.676931
49.116	1379.60159
49.117	1379.52625
49.118	1379.45091
49.119	1379.37557
49.12	1379.30023
49.121	1379.224889
49.122	1379.173226
49.123	1379.137131
49.124	1379.101038
49.125	1379.064943
49.126	1379.028849
49.127	1378.992755
49.128	1378.956661
49.129	1378.920567
49.13	1378.884473
49.131	1378.848378
49.132	1378.812285
49.133	1378.77619
49.134	1378.735162
49.135	1378.675018
49.136	1378.614872
49.137	1378.554727
49.138	1378.494581
49.139	1378.434436
49.14	1378.37429
49.141	1378.314145
49.142	1378.254
49.143	1378.193855
49.144	1378.133709
49.145	1378.073564
49.146	1378.013418
49.147	1377.953273
49.148	1377.893128
49.149	1377.828051
49.15	1377.752711
49.151	1377.677372
49.152	1377.602032
49.153	1377.526691
49.154	1377.451351
49.155	1377.376011
49.156	1377.300671
49.157	1377.225331
49.158	1377.14999
49.159	1377.07465
49.16	1376.99931
49.161	1376.930874
49.162	1376.871045
49.163	1376.811216
49.164	1376.751387
